id_pdl,date,consommation_kwh,zone
PDL-000642,2024-01-23,99.04,Plateau-Est
PDL-000642,2024-01-24,95.9,Plateau-Est
PDL-000642,2024-01-25,95.79,Plateau-Est
PDL-000642,2024-01-26,118.02,Plateau-Est
PDL-000642,2024-01-27,40.97,Plateau-Est
PDL-000642,2024-01-28,66.16,Plateau-Est
PDL-000642,2024-01-29,108.11,Plateau-Est
PDL-000642,2024-01-30,131.55,Plateau-Est
PDL-000642,2024-01-31,109.96,Plateau-Est
PDL-000642,2024-02-01,112.36,Plateau-Est
PDL-000642,2024-02-02,105.19,Plateau-Est
PDL-000642,2024-02-03,54.11,Plateau-Est
PDL-000642,2024-02-04,40.01,Plateau-Est
PDL-000642,2024-02-05,101.41,Plateau-Est
PDL-000642,2024-02-06,100.41,Plateau-Est
PDL-000642,2024-02-07,124.92,Plateau-Est
PDL-000642,2024-02-08,102.62,Plateau-Est
PDL-000642,2024-02-09,113.01,Plateau-Est
PDL-000642,2024-02-10,62.16,Plateau-Est
PDL-000642,2024-02-11,56.9,Plateau-Est
PDL-000642,2024-02-12,109.99,Plateau-Est
PDL-000642,2024-02-13,97.1,Plateau-Est
PDL-000642,2024-02-14,81.49,Plateau-Est
PDL-000642,2024-02-15,108.74,Plateau-Est
PDL-000642,2024-02-16,84.66,Plateau-Est
PDL-000642,2024-02-17,47.04,Plateau-Est
PDL-000642,2024-02-18,46.65,Plateau-Est
PDL-000642,2024-02-19,83.46,Plateau-Est
PDL-000642,2024-02-20,91.3,Plateau-Est
PDL-000642,2024-02-21,118.32,Plateau-Est
PDL-000642,2024-02-22,80.56,Plateau-Est
PDL-000642,2024-02-23,1113.9,Plateau-Est
PDL-000642,2024-02-24,57.16,Plateau-Est
PDL-000642,2024-02-25,50.33,Plateau-Est
PDL-000642,2024-02-26,101.6,Plateau-Est
PDL-000642,2024-02-27,107.2,Plateau-Est
PDL-000642,2024-02-28,79.34,Plateau-Est
PDL-000642,2024-02-29,,Plateau-Est
PDL-000642,2024-03-01,104.09,Plateau-Est
PDL-000642,2024-03-02,53.17,Plateau-Est
PDL-000642,2024-03-03,57.28,Plateau-Est
PDL-000642,2024-03-04,113.64,Plateau-Est
PDL-000642,2024-03-05,122.01,Plateau-Est
PDL-000642,2024-03-06,89.76,Plateau-Est
PDL-000642,2024-03-07,95.72,Plateau-Est
PDL-000642,2024-03-08,81.35,Plateau-Est
PDL-000642,2024-03-09,60.49,Plateau-Est
PDL-000642,2024-03-10,50.76,Plateau-Est
PDL-000642,2024-03-11,90.11,Plateau-Est
PDL-000642,2024-03-12,87.88,Plateau-Est
PDL-000642,2024-03-13,92.38,Plateau-Est
PDL-000642,2024-03-14,90.22,Plateau-Est
PDL-000642,2024-03-15,63.03,Plateau-Est
PDL-000642,2024-03-16,43.36,Plateau-Est
PDL-000642,2024-03-17,59.84,Plateau-Est
PDL-000642,2024-03-18,66.15,Plateau-Est
PDL-000642,2024-03-19,77.72,Plateau-Est
PDL-000642,2024-03-20,92.45,Plateau-Est
PDL-000642,2024-03-21,88.61,Plateau-Est
PDL-000642,2024-03-22,81.71,Plateau-Est
PDL-000642,2024-03-23,47.03,Plateau-Est
PDL-000642,2024-03-24,50.39,Plateau-Est
PDL-000642,2024-03-25,79.39,Plateau-Est
PDL-000642,2024-03-26,85.82,Plateau-Est
PDL-000642,2024-03-27,79.52,Plateau-Est
PDL-000642,2024-03-28,61.49,Plateau-Est
PDL-000642,2024-03-29,92.36,Plateau-Est
PDL-000642,2024-03-30,61.08,Plateau-Est
PDL-000642,2024-03-31,38.78,Plateau-Est
PDL-000642,2024-04-01,59.8,Plateau-Est
PDL-000642,2024-04-02,71.1,Plateau-Est
PDL-000642,2024-04-03,54.9,Plateau-Est
PDL-000642,2024-04-04,73.44,Plateau-Est
PDL-000642,2024-04-05,80.73,Plateau-Est
PDL-000642,2024-04-06,45.89,Plateau-Est
PDL-000642,2024-04-07,55.6,Plateau-Est
PDL-000642,2024-04-08,71.12,Plateau-Est
PDL-000642,2024-04-09,80.79,Plateau-Est
PDL-000642,2024-04-10,58.75,Plateau-Est
PDL-000642,2024-04-11,67.24,Plateau-Est
PDL-000642,2024-04-12,76.96,Plateau-Est
PDL-000642,2024-04-13,42.53,Plateau-Est
PDL-000642,2024-04-14,34.48,Plateau-Est
PDL-000642,2024-04-15,73.25,Plateau-Est
PDL-000642,2024-04-16,59.58,Plateau-Est
PDL-000642,2024-04-17,62.8,Plateau-Est
PDL-000642,2024-04-18,62.27,Plateau-Est
PDL-000642,2024-04-19,77.92,Plateau-Est
PDL-000642,2024-04-20,40.24,Plateau-Est
PDL-000642,2024-04-21,29.84,Plateau-Est
PDL-000642,2024-04-22,62.87,Plateau-Est
PDL-000642,2024-04-23,47.86,Plateau-Est
PDL-000642,2024-04-24,46.42,Plateau-Est
PDL-000642,2024-04-25,65.87,Plateau-Est
PDL-000642,2024-04-26,54.03,Plateau-Est
PDL-000642,2024-04-27,25.21,Plateau-Est
PDL-000642,2024-04-28,43.41,Plateau-Est
PDL-000642,2024-04-29,50.92,Plateau-Est
PDL-000642,2024-04-30,37.85,Plateau-Est
PDL-000642,2024-05-01,53.17,Plateau-Est
PDL-000642,2024-05-02,68.86,Plateau-Est
PDL-000642,2024-05-03,38.15,Plateau-Est
PDL-000642,2024-05-04,40.89,Plateau-Est
PDL-000642,2024-05-05,21.36,Plateau-Est
PDL-000642,2024-05-06,53.46,Plateau-Est
PDL-000642,2024-05-07,46.83,Plateau-Est
PDL-000642,2024-05-08,44.59,Plateau-Est
PDL-000642,2024-05-09,62.41,Plateau-Est
PDL-000642,2024-05-10,42.41,Plateau-Est
PDL-000642,2024-05-11,35.5,Plateau-Est
PDL-000642,2024-05-12,22.72,Plateau-Est
PDL-000642,2024-05-13,54.83,Plateau-Est
PDL-000642,2024-05-14,37.18,Plateau-Est
PDL-000642,2024-05-15,44,Plateau-Est
PDL-000642,2024-05-16,39.46,Plateau-Est
PDL-000642,2024-05-17,41.13,Plateau-Est
PDL-000642,2024-05-18,21.44,Plateau-Est
PDL-000642,2024-05-19,25.85,Plateau-Est
PDL-000642,2024-05-20,53.95,Plateau-Est
PDL-000642,2024-05-21,44.26,Plateau-Est
PDL-000642,2024-05-22,39.1,Plateau-Est
PDL-000642,2024-05-23,64,Plateau-Est
PDL-000642,2024-05-24,46.08,Plateau-Est
PDL-000642,2024-05-25,21.09,Plateau-Est
PDL-000642,2024-05-26,32.11,Plateau-Est
PDL-000642,2024-05-27,33.9,Plateau-Est
PDL-000642,2024-05-28,43.97,Plateau-Est
PDL-000642,2024-05-29,52.43,Plateau-Est
PDL-000642,2024-05-30,40.85,Plateau-Est
PDL-000642,2024-05-31,37.74,Plateau-Est
PDL-000642,2024-06-01,21.96,Plateau-Est
PDL-000642,2024-06-02,18.64,Plateau-Est
PDL-000642,2024-06-03,34.65,Plateau-Est
PDL-000642,2024-06-04,40.01,Plateau-Est
PDL-000642,2024-06-05,36.91,Plateau-Est
PDL-000642,2024-06-06,39,Plateau-Est
PDL-000642,2024-06-07,42.26,Plateau-Est
PDL-000642,2024-06-08,18.58,Plateau-Est
PDL-000642,2024-06-09,20.84,Plateau-Est
PDL-000642,2024-06-10,35.2,Plateau-Est
PDL-000642,2024-06-11,36.81,Plateau-Est
PDL-000642,2024-06-12,39.11,Plateau-Est
PDL-000642,2024-06-13,40.48,Plateau-Est
PDL-000642,2024-06-14,43.77,Plateau-Est
PDL-000642,2024-06-15,16.04,Plateau-Est
PDL-000642,2024-06-16,22.83,Plateau-Est
PDL-000642,2024-06-17,36.59,Plateau-Est
PDL-000642,2024-06-18,39.74,Plateau-Est
PDL-000642,2024-06-19,31.91,Plateau-Est
PDL-000642,2024-06-20,37.63,Plateau-Est
PDL-000642,2024-06-21,41.2,Plateau-Est
PDL-000642,2024-06-22,20.18,Plateau-Est
PDL-000642,2024-06-23,20.26,Plateau-Est
PDL-000642,2024-06-24,,Plateau-Est
PDL-000642,2024-06-25,40.76,Plateau-Est
PDL-000642,2024-06-26,39.58,Plateau-Est
PDL-000642,2024-06-27,37.19,Plateau-Est
PDL-000642,2024-06-28,39.77,Plateau-Est
PDL-000642,2024-06-29,22.28,Plateau-Est
PDL-000642,2024-06-30,17.46,Plateau-Est
PDL-000642,2024-07-01,37.08,Plateau-Est
PDL-000642,2024-07-02,41.35,Plateau-Est
PDL-000642,2024-07-03,36.84,Plateau-Est
PDL-000642,2024-07-04,36.19,Plateau-Est
PDL-000642,2024-07-05,36.92,Plateau-Est
PDL-000642,2024-07-06,18.83,Plateau-Est
PDL-000642,2024-07-07,22.74,Plateau-Est
PDL-000642,2024-07-08,39.29,Plateau-Est
PDL-000642,2024-07-09,37.46,Plateau-Est
PDL-000642,2024-07-10,36.59,Plateau-Est
PDL-000642,2024-07-11,41.39,Plateau-Est
PDL-000642,2024-07-12,37.82,Plateau-Est
PDL-000642,2024-07-13,22.18,Plateau-Est
PDL-000642,2024-07-14,22.03,Plateau-Est
PDL-000642,2024-07-15,45.4,Plateau-Est
PDL-000642,2024-07-16,36.08,Plateau-Est
PDL-000642,2024-07-17,36.82,Plateau-Est
PDL-000642,2024-07-18,37.4,Plateau-Est
PDL-000642,2024-07-19,34.6,Plateau-Est
PDL-000642,2024-07-20,17.73,Plateau-Est
PDL-000642,2024-07-21,23.86,Plateau-Est
PDL-000642,2024-07-22,42.07,Plateau-Est
PDL-000642,2024-07-23,41.27,Plateau-Est
PDL-000642,2024-07-24,42.58,Plateau-Est
PDL-000642,2024-07-25,36.47,Plateau-Est
PDL-000642,2024-07-26,40.7,Plateau-Est
PDL-000642,2024-07-27,19.15,Plateau-Est
PDL-000642,2024-07-28,23.89,Plateau-Est
PDL-000642,2024-07-29,36.22,Plateau-Est
PDL-000642,2024-07-30,36.36,Plateau-Est
PDL-000642,2024-07-31,41.51,Plateau-Est
PDL-000642,2024-08-01,37.66,Plateau-Est
PDL-000642,2024-08-02,34.43,Plateau-Est
PDL-000642,2024-08-03,19.54,Plateau-Est
PDL-000642,2024-08-04,21.41,Plateau-Est
PDL-000642,2024-08-05,38.84,Plateau-Est
PDL-000642,2024-08-06,41.94,Plateau-Est
PDL-000642,2024-08-07,38.99,Plateau-Est
PDL-000642,2024-08-08,40.12,Plateau-Est
PDL-000642,2024-08-09,43.89,Plateau-Est
PDL-000642,2024-08-10,23.9,Plateau-Est
PDL-000642,2024-08-11,21.94,Plateau-Est
PDL-000642,2024-08-12,41.97,Plateau-Est
PDL-000642,2024-08-13,35.5,Plateau-Est
PDL-000642,2024-08-14,38.39,Plateau-Est
PDL-000642,2024-08-15,51.59,Plateau-Est
PDL-000642,2024-08-16,44.31,Plateau-Est
PDL-000642,2024-08-17,19.11,Plateau-Est
PDL-000642,2024-08-18,20.18,Plateau-Est
PDL-000642,2024-08-19,35.58,Plateau-Est
PDL-000642,2024-08-20,38.69,Plateau-Est
PDL-000642,2024-08-21,36.12,Plateau-Est
PDL-000642,2024-08-22,38.24,Plateau-Est
PDL-000642,2024-08-23,44.28,Plateau-Est
PDL-000642,2024-08-24,23.35,Plateau-Est
PDL-000642,2024-08-25,21.65,Plateau-Est
PDL-000642,2024-08-26,37.89,Plateau-Est
PDL-000642,2024-08-27,38.08,Plateau-Est
PDL-000642,2024-08-28,33.69,Plateau-Est
PDL-000642,2024-08-29,37.22,Plateau-Est
PDL-000642,2024-08-30,42.8,Plateau-Est
PDL-000642,2024-08-31,30.2,Plateau-Est
PDL-000642,2024-09-01,19.73,Plateau-Est
PDL-000642,2024-09-02,48.97,Plateau-Est
PDL-000642,2024-09-03,32.98,Plateau-Est
PDL-000642,2024-09-04,45.1,Plateau-Est
PDL-000642,2024-09-05,40.23,Plateau-Est
PDL-000642,2024-09-06,38.27,Plateau-Est
PDL-000642,2024-09-07,24.44,Plateau-Est
PDL-000642,2024-09-08,19.46,Plateau-Est
PDL-000642,2024-09-09,43.68,Plateau-Est
PDL-000642,2024-09-10,36.87,Plateau-Est
PDL-000642,2024-09-11,36.95,Plateau-Est
PDL-000642,2024-09-12,39.76,Plateau-Est
PDL-000642,2024-09-13,54.8,Plateau-Est
PDL-000642,2024-09-14,29.68,Plateau-Est
PDL-000642,2024-09-15,24.27,Plateau-Est
PDL-000642,2024-09-16,39.92,Plateau-Est
PDL-000642,2024-09-17,36.83,Plateau-Est
PDL-000642,2024-09-18,,Plateau-Est
PDL-000642,2024-09-19,38.05,Plateau-Est
PDL-000642,2024-09-20,53.85,Plateau-Est
PDL-000642,2024-09-21,22.36,Plateau-Est
PDL-000642,2024-09-22,21.27,Plateau-Est
PDL-000642,2024-09-23,39.92,Plateau-Est
PDL-000642,2024-09-24,45.37,Plateau-Est
PDL-000642,2024-09-25,50.65,Plateau-Est
PDL-000642,2024-09-26,46.87,Plateau-Est
PDL-000642,2024-09-27,58.1,Plateau-Est
PDL-000642,2024-09-28,28.12,Plateau-Est
PDL-000642,2024-09-29,31.3,Plateau-Est
PDL-000642,2024-09-30,43.83,Plateau-Est
PDL-000642,2024-10-01,46.16,Plateau-Est
PDL-000642,2024-10-02,34.7,Plateau-Est
PDL-000642,2024-10-03,46.01,Plateau-Est
PDL-000642,2024-10-04,67.45,Plateau-Est
PDL-000642,2024-10-05,20.36,Plateau-Est
PDL-000642,2024-10-06,31.09,Plateau-Est
PDL-000642,2024-10-07,74.61,Plateau-Est
PDL-000642,2024-10-08,48.23,Plateau-Est
PDL-000642,2024-10-09,44.72,Plateau-Est
PDL-000642,2024-10-10,50.08,Plateau-Est
PDL-000642,2024-10-11,57.18,Plateau-Est
PDL-000642,2024-10-12,35.17,Plateau-Est
PDL-000642,2024-10-13,22.63,Plateau-Est
PDL-000642,2024-10-14,88.05,Plateau-Est
PDL-000642,2024-10-15,65.12,Plateau-Est
PDL-000642,2024-10-16,69.75,Plateau-Est
PDL-000642,2024-10-17,53.63,Plateau-Est
PDL-000642,2024-10-18,59.14,Plateau-Est
PDL-000642,2024-10-19,39.6,Plateau-Est
PDL-000642,2024-10-20,40.17,Plateau-Est
PDL-000642,2024-10-21,73.46,Plateau-Est
PDL-000642,2024-10-22,82.08,Plateau-Est
PDL-000642,2024-10-23,68.99,Plateau-Est
PDL-000642,2024-10-24,71.65,Plateau-Est
PDL-000642,2024-10-25,68.56,Plateau-Est
PDL-000642,2024-10-26,42.36,Plateau-Est
PDL-000642,2024-10-27,23.73,Plateau-Est
PDL-000642,2024-10-28,70.93,Plateau-Est
PDL-000642,2024-10-29,70.03,Plateau-Est
PDL-000642,2024-10-30,44.97,Plateau-Est
PDL-000642,2024-10-31,69.42,Plateau-Est
PDL-000642,2024-11-01,54.93,Plateau-Est
PDL-000642,2024-11-02,37.29,Plateau-Est
PDL-000642,2024-11-03,31.6,Plateau-Est
PDL-000642,2024-11-04,79.83,Plateau-Est
PDL-000642,2024-11-05,67.27,Plateau-Est
PDL-000642,2024-11-06,57.73,Plateau-Est
PDL-000642,2024-11-07,94.86,Plateau-Est
PDL-000642,2024-11-08,94.61,Plateau-Est
PDL-000642,2024-11-09,48.59,Plateau-Est
PDL-000642,2024-11-10,43.96,Plateau-Est
PDL-000642,2024-11-11,70.06,Plateau-Est
PDL-000642,2024-11-12,81.13,Plateau-Est
PDL-000642,2024-11-13,69.44,Plateau-Est
PDL-000642,2024-11-14,72.02,Plateau-Est
PDL-000642,2024-11-15,90.2,Plateau-Est
PDL-000642,2024-11-16,46.38,Plateau-Est
PDL-000642,2024-11-17,45.38,Plateau-Est
PDL-000642,2024-11-18,94.67,Plateau-Est
PDL-000642,2024-11-19,91.05,Plateau-Est
PDL-000642,2024-11-20,68.53,Plateau-Est
PDL-000642,2024-11-21,72.45,Plateau-Est
PDL-000642,2024-11-22,99.65,Plateau-Est
PDL-000642,2024-11-23,53.22,Plateau-Est
PDL-000642,2024-11-24,36.47,Plateau-Est
PDL-000642,2024-11-25,81.97,Plateau-Est
PDL-000642,2024-11-26,61.03,Plateau-Est
PDL-000642,2024-11-27,95.51,Plateau-Est
PDL-000642,2024-11-28,113.25,Plateau-Est
PDL-000642,2024-11-29,61.43,Plateau-Est
PDL-000642,2024-11-30,49.42,Plateau-Est
PDL-000642,2024-12-01,62.26,Plateau-Est
PDL-000642,2024-12-02,84.78,Plateau-Est
PDL-000642,2024-12-03,88.83,Plateau-Est
PDL-000642,2024-12-04,98.28,Plateau-Est
PDL-000642,2024-12-05,104.12,Plateau-Est
PDL-000642,2024-12-06,92.53,Plateau-Est
PDL-000642,2024-12-07,47.45,Plateau-Est
PDL-000642,2024-12-08,52.59,Plateau-Est
PDL-000642,2024-12-09,73.07,Plateau-Est
PDL-000642,2024-12-10,105.87,Plateau-Est
PDL-000642,2024-12-11,106.57,Plateau-Est
PDL-000642,2024-12-12,99.19,Plateau-Est
PDL-000642,2024-12-13,93.45,Plateau-Est
PDL-000642,2024-12-14,49.38,Plateau-Est
PDL-000642,2024-12-15,63.45,Plateau-Est
PDL-000642,2024-12-16,83.96,Plateau-Est
PDL-000642,2024-12-17,106.6,Plateau-Est
PDL-000642,2024-12-18,80.29,Plateau-Est
PDL-000642,2024-12-19,73.56,Plateau-Est
PDL-000642,2024-12-20,96.96,Plateau-Est
PDL-000642,2024-12-21,81.43,Plateau-Est
PDL-000642,2024-12-22,72.83,Plateau-Est
PDL-000642,2024-12-23,93.37,Plateau-Est
PDL-000642,2024-12-24,100.06,Plateau-Est
PDL-000642,2024-12-25,130.14,Plateau-Est
PDL-000642,2024-12-26,109.37,Plateau-Est
PDL-000642,2024-12-27,109.71,Plateau-Est
PDL-000642,2024-12-28,49.82,Plateau-Est
PDL-000642,2024-12-29,58.46,Plateau-Est
PDL-000642,2024-12-30,111.97,Plateau-Est
PDL-000642,2024-12-31,106.02,Plateau-Est
PDL-000642,2025-01-01,120.66,Plateau-Est
PDL-000642,2025-01-01,120.66,Plateau-Est
PDL-000642,2025-01-02,116.6,Plateau-Est
PDL-000642,2025-01-03,112.08,Plateau-Est
PDL-000642,2025-01-04,61.81,Plateau-Est
PDL-000642,2025-01-05,42.81,Plateau-Est
PDL-000642,2025-01-06,101.56,Plateau-Est
PDL-000642,2025-01-07,123.98,Plateau-Est
PDL-000642,2025-01-08,106.77,Plateau-Est
PDL-000642,2025-01-09,87.85,Plateau-Est
PDL-000642,2025-01-10,100.66,Plateau-Est
PDL-000642,2025-01-11,48.92,Plateau-Est
PDL-000642,2025-01-12,74.43,Plateau-Est
PDL-000642,2025-01-13,109.74,Plateau-Est
PDL-000642,2025-01-14,114.6,Plateau-Est
PDL-000642,2025-01-15,96.55,Plateau-Est
PDL-000642,2025-01-16,113.63,Plateau-Est
PDL-000642,2025-01-17,114.32,Plateau-Est
PDL-000642,2025-01-18,63.22,Plateau-Est
PDL-000642,2025-01-19,48.41,Plateau-Est
PDL-000642,2025-01-20,78.99,Plateau-Est
PDL-000642,2025-01-21,110.67,Plateau-Est
PDL-000642,2025-01-22,116.83,Plateau-Est
PDL-000642,2025-01-23,105.93,Plateau-Est
PDL-000642,2025-01-24,121.35,Plateau-Est
PDL-000642,2025-01-25,67.08,Plateau-Est
PDL-000642,2025-01-26,61.63,Plateau-Est
PDL-000642,2025-01-27,133.44,Plateau-Est
PDL-000642,2025-01-28,128.05,Plateau-Est
PDL-000642,2025-01-29,117.04,Plateau-Est
PDL-000642,2025-01-30,120.92,Plateau-Est
PDL-000642,2025-01-31,101.73,Plateau-Est
PDL-000642,2025-02-01,63.26,Plateau-Est
PDL-000642,2025-02-02,67.67,Plateau-Est
PDL-000642,2025-02-03,84.67,Plateau-Est
PDL-000642,2025-02-04,100.22,Plateau-Est
PDL-000642,2025-02-05,113.04,Plateau-Est
PDL-000642,2025-02-06,103.64,Plateau-Est
PDL-000642,2025-02-07,129.03,Plateau-Est
PDL-000642,2025-02-08,48.82,Plateau-Est
PDL-000642,2025-02-09,52.35,Plateau-Est
PDL-000642,2025-02-10,87.62,Plateau-Est
PDL-000642,2025-02-11,102.86,Plateau-Est
PDL-000642,2025-02-12,119.78,Plateau-Est
PDL-000642,2025-02-13,93.26,Plateau-Est
PDL-000642,2025-02-14,90.34,Plateau-Est
PDL-000642,2025-02-15,55.36,Plateau-Est
PDL-000642,2025-02-16,43.92,Plateau-Est
PDL-000642,2025-02-17,87.23,Plateau-Est
PDL-000642,2025-02-18,87.64,Plateau-Est
PDL-000642,2025-02-19,106.39,Plateau-Est
PDL-000642,2025-02-20,101.45,Plateau-Est
PDL-000642,2025-02-21,112.27,Plateau-Est
PDL-000642,2025-02-22,48.31,Plateau-Est
PDL-000642,2025-02-23,52.33,Plateau-Est
PDL-000642,2025-02-24,86.86,Plateau-Est
PDL-000642,2025-02-25,84.97,Plateau-Est
PDL-000642,2025-02-26,128.7,Plateau-Est
PDL-000642,2025-02-27,120.61,Plateau-Est
PDL-000642,2025-02-28,92.31,Plateau-Est
PDL-000642,2025-03-01,47.92,Plateau-Est
PDL-000642,2025-03-02,41.8,Plateau-Est
PDL-000642,2025-03-03,108.1,Plateau-Est
PDL-000642,2025-03-04,99.57,Plateau-Est
PDL-000642,2025-03-05,84.09,Plateau-Est
PDL-000642,2025-03-06,115.19,Plateau-Est
PDL-000642,2025-03-07,103.1,Plateau-Est
PDL-000642,2025-03-08,65.6,Plateau-Est
PDL-000642,2025-03-09,65.86,Plateau-Est
PDL-000642,2025-03-10,70.7,Plateau-Est
PDL-000642,2025-03-11,102.72,Plateau-Est
PDL-000642,2025-03-12,67.78,Plateau-Est
PDL-000642,2025-03-13,115.87,Plateau-Est
PDL-000642,2025-03-14,84.8,Plateau-Est
PDL-000642,2025-03-15,54.72,Plateau-Est
PDL-000642,2025-03-16,44.24,Plateau-Est
PDL-000642,2025-03-17,82.94,Plateau-Est
PDL-000642,2025-03-18,103.3,Plateau-Est
PDL-000642,2025-03-19,77.06,Plateau-Est
PDL-000642,2025-03-20,83.49,Plateau-Est
PDL-000642,2025-03-21,97.55,Plateau-Est
PDL-000642,2025-03-22,39.41,Plateau-Est
PDL-000642,2025-03-23,46.56,Plateau-Est
PDL-000642,2025-03-24,1283.1,Plateau-Est
PDL-000642,2025-03-25,89.77,Plateau-Est
PDL-000642,2025-03-26,82.9,Plateau-Est
PDL-000642,2025-03-27,77.64,Plateau-Est
PDL-000642,2025-03-28,81.11,Plateau-Est
PDL-000642,2025-03-29,47.21,Plateau-Est
PDL-000642,2025-03-30,50.67,Plateau-Est
PDL-000642,2025-03-31,77.22,Plateau-Est
PDL-000642,2025-04-01,52.6,Plateau-Est
PDL-000642,2025-04-02,88.01,Plateau-Est
PDL-000642,2025-04-03,80.43,Plateau-Est
PDL-000642,2025-04-04,73.31,Plateau-Est
PDL-000642,2025-04-05,49,Plateau-Est
PDL-000642,2025-04-06,29.14,Plateau-Est
PDL-000642,2025-04-07,63.38,Plateau-Est
PDL-000642,2025-04-08,61.13,Plateau-Est
PDL-000642,2025-04-09,77.72,Plateau-Est
PDL-000642,2025-04-10,50.52,Plateau-Est
PDL-000642,2025-04-11,85.3,Plateau-Est
PDL-000642,2025-04-12,34.56,Plateau-Est
PDL-000642,2025-04-13,39.12,Plateau-Est
PDL-000642,2025-04-14,79.13,Plateau-Est
PDL-000642,2025-04-15,52.58,Plateau-Est
PDL-000642,2025-04-16,63.71,Plateau-Est
PDL-000642,2025-04-17,68.91,Plateau-Est
PDL-000642,2025-04-18,65.15,Plateau-Est
PDL-000642,2025-04-19,44.31,Plateau-Est
PDL-000642,2025-04-20,38.58,Plateau-Est
PDL-000642,2025-04-21,51.77,Plateau-Est
PDL-000642,2025-04-22,61.85,Plateau-Est
PDL-000642,2025-04-23,66.17,Plateau-Est
PDL-000642,2025-04-24,84.74,Plateau-Est
PDL-000642,2025-04-25,47.47,Plateau-Est
PDL-000642,2025-04-26,30.02,Plateau-Est
PDL-000642,2025-04-27,28.67,Plateau-Est
PDL-000642,2025-04-28,60.45,Plateau-Est
PDL-000642,2025-04-29,66.94,Plateau-Est
PDL-000642,2025-04-30,,Plateau-Est
PDL-000642,2025-05-01,47.02,Plateau-Est
PDL-000642,2025-05-02,63.47,Plateau-Est
PDL-000642,2025-05-02,63.47,Plateau-Est
PDL-000642,2025-05-03,29.94,Plateau-Est
PDL-000642,2025-05-04,37.71,Plateau-Est
PDL-000642,2025-05-05,35.77,Plateau-Est
PDL-000642,2025-05-06,62.93,Plateau-Est
PDL-000642,2025-05-07,59.87,Plateau-Est
PDL-000642,2025-05-08,49.89,Plateau-Est
PDL-000642,2025-05-09,38.72,Plateau-Est
PDL-000642,2025-05-10,27.46,Plateau-Est
PDL-000642,2025-05-11,47.39,Plateau-Est
PDL-000642,2025-05-12,38.43,Plateau-Est
PDL-000642,2025-05-13,55.83,Plateau-Est
PDL-000642,2025-05-14,50.44,Plateau-Est
PDL-000642,2025-05-15,56.4,Plateau-Est
PDL-000642,2025-05-16,40.68,Plateau-Est
PDL-000642,2025-05-17,27.21,Plateau-Est
PDL-000642,2025-05-18,27.6,Plateau-Est
PDL-000642,2025-05-19,58.4,Plateau-Est
PDL-000642,2025-05-20,44.07,Plateau-Est
PDL-000642,2025-05-21,46.89,Plateau-Est
PDL-000642,2025-05-22,47,Plateau-Est
PDL-000642,2025-05-23,45.06,Plateau-Est
PDL-000642,2025-05-24,20.22,Plateau-Est
PDL-000642,2025-05-25,23.61,Plateau-Est
PDL-000642,2025-05-26,46.27,Plateau-Est
PDL-000642,2025-05-27,52.34,Plateau-Est
PDL-000642,2025-05-28,39.99,Plateau-Est
PDL-000642,2025-05-29,47.94,Plateau-Est
PDL-000642,2025-05-29,47.94,Plateau-Est
PDL-000642,2025-05-30,46.32,Plateau-Est
PDL-000642,2025-05-31,23.43,Plateau-Est
PDL-000642,2025-06-01,20.1,Plateau-Est
PDL-000642,2025-06-02,40.51,Plateau-Est
PDL-000642,2025-06-03,38.26,Plateau-Est
PDL-000642,2025-06-04,42.29,Plateau-Est
PDL-000642,2025-06-05,45.05,Plateau-Est
PDL-000642,2025-06-06,38.69,Plateau-Est
PDL-000642,2025-06-07,33.09,Plateau-Est
PDL-000642,2025-06-08,24.51,Plateau-Est
PDL-000642,2025-06-09,38.22,Plateau-Est
PDL-000642,2025-06-10,41.34,Plateau-Est
PDL-000642,2025-06-11,41.72,Plateau-Est
PDL-000642,2025-06-12,41.58,Plateau-Est
PDL-000642,2025-06-13,38.63,Plateau-Est
PDL-000642,2025-06-14,24.39,Plateau-Est
PDL-000642,2025-06-15,25.96,Plateau-Est
PDL-000642,2025-06-16,41.34,Plateau-Est
PDL-000642,2025-06-17,53.69,Plateau-Est
PDL-000642,2025-06-18,36.13,Plateau-Est
PDL-000642,2025-06-19,39.51,Plateau-Est
PDL-000642,2025-06-20,35.16,Plateau-Est
PDL-000642,2025-06-21,22.24,Plateau-Est
PDL-000642,2025-06-22,19.01,Plateau-Est
PDL-000642,2025-06-23,44.92,Plateau-Est
PDL-000642,2025-06-24,41.53,Plateau-Est
PDL-000642,2025-06-25,36.07,Plateau-Est
PDL-000642,2025-06-26,36.32,Plateau-Est
PDL-000642,2025-06-27,36.32,Plateau-Est
PDL-000642,2025-06-28,20.68,Plateau-Est
PDL-000642,2025-06-29,20.8,Plateau-Est
PDL-000642,2025-06-30,39.2,Plateau-Est
PDL-000642,2025-07-01,42.35,Plateau-Est
PDL-000642,2025-07-02,39.38,Plateau-Est
PDL-000642,2025-07-03,39.31,Plateau-Est
PDL-000642,2025-07-04,56.38,Plateau-Est
PDL-000642,2025-07-05,24.95,Plateau-Est
PDL-000642,2025-07-06,24.87,Plateau-Est
PDL-000642,2025-07-07,42.81,Plateau-Est
PDL-000642,2025-07-08,37.96,Plateau-Est
PDL-000642,2025-07-09,38.69,Plateau-Est
PDL-000642,2025-07-10,37.34,Plateau-Est
